S7646: min=-98.5, max=99.8, avg=-1.9
S1040: min=-92.4, max=99.8, avg=-0.8
S3100: min=-99.5, max=99.8, avg=10.0
S0059: min=-98.5, max=98.4, avg=4.7
S1703: min=-97.8, max=98.8, avg=-3.6
S9519: min=-98.4, max=99.7, avg=3.7
S1689: min=-97.4, max=99.7, avg=1.6
S9060: min=-89.1, max=98.4, avg=0.8
S4349: min=-97.3, max=91.4, avg=0.6
S4804: min=-97.0, max=96.5, avg=-6.3
S2546: min=-99.7, max=98.4, avg=8.4
S0559: min=-93.7, max=98.8, avg=-1.3
S4534: min=-98.8, max=99.2, avg=0.5
S9865: min=-97.5, max=98.5, avg=0.7
S9408: min=-96.8, max=97.4, avg=-6.7
S3231: min=-99.5, max=99.0, avg=-3.5
S7941: min=-99.5, max=90.4, avg=-8.5
S0386: min=-99.7, max=98.4, avg=5.8
S6266: min=-95.7, max=96.3, avg=-3.6
S1422: min=-98.9, max=99.1, avg=-0.6
S9179: min=-99.1, max=97.7, avg=0.7
S0291: min=-98.0, max=97.7, avg=1.8
S5008: min=-97.9, max=98.8, avg=4.4
S0887: min=-98.3, max=95.7, avg=-7.5
S5535: min=-98.1, max=97.0, avg=-12.4
S2425: min=-93.7, max=99.0, avg=4.9
S6430: min=-92.4, max=99.2, avg=9.4
S7604: min=-99.4, max=99.2, avg=-0.8
S9829: min=-99.2, max=93.4, avg=-6.5
S6454: min=-96.3, max=99.4, avg=-7.6
S4637: min=-99.0, max=98.2, avg=16.6
S3141: min=-96.9, max=99.4, avg=4.4
S6949: min=-99.0, max=99.8, avg=-0.6
S3832: min=-98.0, max=97.7, avg=-3.3
S8436: min=-97.7, max=92.2, avg=3.5
S2826: min=-99.5, max=98.0, avg=2.0
S7847: min=-99.8, max=96.1, avg=-0.8
S0431: min=-93.0, max=95.8, avg=3.6
S3556: min=-98.7, max=97.2, avg=-3.2
S4279: min=-96.9, max=94.8, avg=4.3
S9649: min=-99.3, max=96.0, avg=1.5
S2377: min=-99.6, max=99.4, avg=2.9
S2780: min=-99.0, max=94.1, avg=-4.4
S3152: min=-99.9, max=93.4, avg=-7.1
S5338: min=-99.5, max=98.4, avg=0.4
S5923: min=-98.4, max=96.0, avg=-5.8
S3036: min=-99.1, max=99.2, avg=-7.4
S1836: min=-99.3, max=95.2, avg=-4.7
S1812: min=-96.5, max=99.9, avg=4.6
S5267: min=-97.4, max=97.9, avg=-1.3
S2282: min=-96.3, max=90.4, avg=6.0
S8243: min=-98.2, max=95.9, avg=-1.4
S3156: min=-96.3, max=99.8, avg=8.3
S9503: min=-99.8, max=99.7, avg=4.1
S6305: min=-92.9, max=98.3, avg=4.8
S7917: min=-96.0, max=96.0, avg=-11.3
S1137: min=-98.9, max=97.5, avg=5.6
S6083: min=-98.4, max=98.2, avg=1.7
S8863: min=-98.2, max=95.7, avg=-5.0
S8663: min=-97.2, max=98.4, avg=2.7
S9421: min=-99.5, max=95.3, avg=-4.9
S5011: min=-95.9, max=96.0, avg=-4.8
S4827: min=-99.7, max=99.7, avg=1.5
S0763: min=-99.5, max=95.8, avg=-8.7
S6960: min=-98.7, max=97.0, avg=-8.7
S3007: min=-96.9, max=98.7, avg=-1.5
S6297: min=-96.4, max=95.5, avg=0.5
S1778: min=-96.0, max=93.6, avg=0.9
S0584: min=-97.9, max=99.0, avg=-0.1
S2135: min=-95.1, max=93.0, avg=4.7
S4723: min=-98.9, max=97.2, avg=2.5
S0925: min=-98.4, max=98.8, avg=2.5
S1029: min=-92.4, max=98.8, avg=3.1
S1162: min=-98.8, max=98.5, avg=-2.4
S7937: min=-99.7, max=98.3, avg=-3.5
S3711: min=-99.1, max=99.9, avg=8.5
S6772: min=-98.1, max=96.4, avg=-3.4
S7059: min=-99.3, max=99.3, avg=5.6
S2442: min=-99.4, max=99.8, avg=-4.5
S0827: min=-95.0, max=98.0, avg=-7.0
S0352: min=-93.4, max=97.2, avg=0.6
S8987: min=-96.2, max=99.7, avg=-3.9
S8949: min=-96.8, max=98.6, avg=-0.8
S1156: min=-97.2, max=91.9, avg=-6.2
S5398: min=-96.0, max=92.9, avg=-4.5
S5995: min=-96.4, max=99.5, avg=0.7
S5178: min=-98.8, max=99.4, avg=1.8
S1511: min=-98.9, max=98.8, avg=1.4
S8585: min=-99.0, max=99.2, avg=-4.9
S2688: min=-99.6, max=97.4, avg=-8.2
S5132: min=-97.7, max=99.8, avg=5.1
S7716: min=-98.6, max=99.8, avg=-0.5
S6660: min=-89.0, max=97.0, avg=2.8
S1410: min=-99.1, max=98.9, avg=9.9
S7780: min=-98.9, max=98.1, avg=2.4
S3856: min=-97.2, max=96.6, avg=3.1
S3939: min=-95.9, max=99.6, avg=-4.8
S3569: min=-98.4, max=99.8, avg=2.8
S3139: min=-98.0, max=99.3, avg=5.7
S6825: min=-97.1, max=98.9, avg=1.6
S0655: min=-98.2, max=97.2, avg=7.7
S0377: min=-99.8, max=98.5, avg=1.6
S7858: min=-99.1, max=99.6, avg=3.0
S1327: min=-98.8, max=98.2, avg=-0.1
S1495: min=-99.4, max=99.1, avg=-4.4
S7829: min=-98.5, max=99.6, avg=12.2
S2983: min=-95.5, max=99.9, avg=6.1
S1686: min=-97.4, max=99.8, avg=-0.4
S6202: min=-99.2, max=94.5, avg=-7.0
S3261: min=-99.7, max=99.9, avg=-10.1
S2318: min=-98.6, max=95.0, avg=-1.7
S5944: min=-95.1, max=97.3, avg=-7.1
S7465: min=-99.6, max=99.4, avg=-6.8
S5831: min=-99.6, max=98.1, avg=-11.3
S1817: min=-98.0, max=96.7, avg=1.4
S5309: min=-98.8, max=99.9, avg=3.6
S1094: min=-93.4, max=97.9, avg=10.0
S1091: min=-97.2, max=97.3, avg=1.5
S0729: min=-98.3, max=99.5, avg=-8.0
S4480: min=-96.6, max=98.9, avg=-1.0
S8525: min=-98.7, max=91.9, avg=-9.0
S1998: min=-98.5, max=95.5, avg=-8.8
S2236: min=-98.6, max=95.8, avg=-5.7
S3069: min=-99.5, max=98.7, avg=5.1
S6222: min=-98.6, max=98.3, avg=9.0
S3703: min=-98.4, max=98.9, avg=-8.0
S4659: min=-98.4, max=98.4, avg=7.4
S1634: min=-98.6, max=99.8, avg=-0.3
S2758: min=-95.3, max=96.1, avg=5.4
S2006: min=-98.4, max=98.4, avg=2.5
S7086: min=-98.7, max=98.6, avg=8.8
S1239: min=-95.4, max=96.1, avg=1.4
S9467: min=-97.8, max=98.0, avg=-0.8
S2935: min=-98.6, max=97.6, avg=6.0
S7231: min=-93.6, max=95.2, avg=3.4
S6663: min=-96.8, max=99.2, avg=-0.2
S4274: min=-93.5, max=91.4, avg=4.9
S7497: min=-99.6, max=98.8, avg=-3.3
S6021: min=-98.5, max=96.5, avg=1.8
S4707: min=-94.1, max=96.0, avg=1.6
S8091: min=-99.9, max=99.6, avg=2.5
S0157: min=-99.8, max=99.4, avg=-5.3
S3219: min=-97.5, max=99.5, avg=0.0
S5340: min=-97.3, max=97.2, avg=-7.4
S7711: min=-98.7, max=97.0, avg=-4.6
S6650: min=-99.6, max=97.3, avg=-2.4
S2943: min=-97.6, max=97.2, avg=11.1
S3028: min=-98.1, max=98.7, avg=2.0
S2273: min=-99.5, max=97.4, avg=-5.7
S9622: min=-99.5, max=99.9, avg=-6.2
S6058: min=-96.9, max=94.2, avg=-0.1
S5077: min=-95.1, max=94.0, avg=-5.3
S4308: min=-97.8, max=98.2, avg=5.5
S9753: min=-96.6, max=96.4, avg=8.6
S7060: min=-98.0, max=98.9, avg=1.6
S4252: min=-96.9, max=95.9, avg=7.9
S7427: min=-93.6, max=93.2, avg=3.9
S6093: min=-95.5, max=98.1, avg=-3.8
S4344: min=-96.5, max=99.6, avg=1.3
S7244: min=-99.9, max=97.3, avg=3.1
S6914: min=-99.5, max=98.2, avg=-2.7
S4897: min=-99.1, max=96.7, avg=-1.8
S0912: min=-98.3, max=93.9, avg=-3.7
S2848: min=-99.1, max=99.1, avg=2.5
S7293: min=-99.8, max=97.1, avg=-10.2
S3284: min=-98.6, max=98.2, avg=-6.8
S1687: min=-97.4, max=96.5, avg=-2.1
S4343: min=-96.8, max=99.0, avg=-4.0
S7256: min=-99.1, max=95.4, avg=-4.0
S6359: min=-99.6, max=94.9, avg=3.0
S5421: min=-94.1, max=99.0, avg=-6.8
S3507: min=-98.5, max=99.8, avg=-7.2
S3522: min=-99.4, max=97.9, avg=2.5
S6317: min=-99.9, max=99.8, avg=-1.1
S8261: min=-99.9, max=98.5, avg=2.9
S1946: min=-98.9, max=97.8, avg=1.5
S9958: min=-97.8, max=98.5, avg=-2.1
S5024: min=-93.2, max=97.2, avg=4.8
S4857: min=-98.1, max=99.2, avg=-9.5
S4019: min=-96.8, max=99.6, avg=10.6
S2313: min=-99.2, max=91.9, avg=-3.7
S7099: min=-98.6, max=97.4, avg=-8.6
S7483: min=-99.0, max=99.9, avg=-9.5
S0972: min=-98.7, max=98.7, avg=0.5
S2086: min=-97.4, max=97.8, avg=-8.7
S1735: min=-97.5, max=97.6, avg=1.0
S1782: min=-99.6, max=99.9, avg=5.5
S1800: min=-96.7, max=94.1, avg=0.3
S6808: min=-98.2, max=99.4, avg=1.4
S6678: min=-96.9, max=97.0, avg=-3.5
S7074: min=-98.9, max=95.9, avg=-3.9
S5837: min=-96.4, max=99.8, avg=-2.5
S6238: min=-98.1, max=96.4, avg=1.5
S5312: min=-99.3, max=99.5, avg=1.5
S2189: min=-97.0, max=98.2, avg=1.6
S3240: min=-99.2, max=99.0, avg=1.9
S3337: min=-99.4, max=99.3, avg=-4.8
S8665: min=-95.4, max=99.6, avg=0.1
S9219: min=-99.1, max=93.8, avg=-4.2
S1342: min=-99.6, max=98.1, avg=-1.7
S2474: min=-98.2, max=99.6, avg=0.9
S6227: min=-99.8, max=99.5, avg=-5.9
S8800: min=-97.8, max=98.4, avg=-6.4
S0875: min=-97.2, max=99.9, avg=8.2
S5954: min=-96.0, max=99.7, avg=11.6
S5241: min=-98.9, max=99.2, avg=5.1
S5399: min=-97.5, max=99.7, avg=-1.7
S6977: min=-96.9, max=98.4, avg=5.9
S4989: min=-95.8, max=97.2, avg=-5.9
S1636: min=-93.0, max=96.9, avg=-0.5
S0812: min=-97.4, max=95.2, avg=-4.5
S2984: min=-99.0, max=98.3, avg=-6.9
S2052: min=-89.9, max=97.7, avg=1.6
S0332: min=-96.8, max=99.6, avg=-3.2
S4270: min=-99.2, max=99.7, avg=3.3
S0530: min=-95.1, max=98.0, avg=-6.6
S4206: min=-96.8, max=99.5, avg=-12.0
S8250: min=-97.6, max=96.9, avg=-1.8
S7924: min=-89.3, max=97.0, avg=4.6
S4412: min=-99.5, max=99.0, avg=-2.7
S6218: min=-99.8, max=95.0, avg=-8.5
S7645: min=-99.4, max=96.9, avg=3.3
S6502: min=-96.6, max=99.7, avg=1.8
S9000: min=-97.7, max=95.2, avg=3.3
S9700: min=-99.4, max=97.6, avg=-3.4
S7314: min=-97.7, max=92.6, avg=2.7
S9248: min=-98.6, max=94.9, avg=3.8
S4420: min=-95.2, max=97.9, avg=-6.1
S7489: min=-97.9, max=99.9, avg=-2.0
S5109: min=-99.6, max=97.6, avg=3.4
S2950: min=-97.5, max=99.7, avg=-3.8
S5722: min=-99.9, max=92.4, avg=-8.7
S4084: min=-99.6, max=98.1, avg=-2.9
S1519: min=-97.7, max=98.5, avg=12.1
S6445: min=-98.4, max=99.0, avg=-0.4
S3746: min=-98.5, max=99.0, avg=-3.3
S1181: min=-98.0, max=99.6, avg=-6.0
S5286: min=-97.1, max=98.9, avg=-2.5
S3857: min=-95.3, max=99.6, avg=0.9
S1417: min=-99.5, max=97.5, avg=-9.7
S7177: min=-99.9, max=93.2, avg=3.4
S1811: min=-99.6, max=93.6, avg=2.4
S6329: min=-99.0, max=97.0, avg=3.8
S9390: min=-99.2, max=97.4, avg=-7.7
S1978: min=-97.9, max=99.4, avg=-3.1
S9615: min=-99.1, max=98.2, avg=2.8
S4905: min=-99.0, max=99.0, avg=-4.5
S4700: min=-99.3, max=99.7, avg=-7.1
S4166: min=-99.7, max=96.0, avg=-7.5
S7685: min=-93.7, max=99.8, avg=0.9
S6418: min=-97.6, max=94.6, avg=-9.2
S7531: min=-96.2, max=99.4, avg=-6.0
S3319: min=-98.2, max=99.6, avg=-5.6
S2222: min=-99.1, max=98.3, avg=3.9
S4546: min=-99.6, max=99.7, avg=-6.2
S5547: min=-99.0, max=97.5, avg=2.3
S7757: min=-98.7, max=98.9, avg=-8.4
S0399: min=-97.0, max=95.1, avg=4.5
S9227: min=-96.4, max=95.9, avg=-0.6
S1275: min=-98.3, max=98.3, avg=3.4
S5480: min=-99.7, max=99.6, avg=-4.6
S1663: min=-98.0, max=98.8, avg=-3.2
S4634: min=-94.9, max=98.5, avg=4.5
S7445: min=-99.6, max=98.1, avg=1.9
S3735: min=-99.7, max=99.2, avg=11.7
S7011: min=-99.3, max=99.4, avg=-3.5
S4436: min=-99.7, max=99.8, avg=1.7
S2765: min=-98.8, max=94.8, avg=-4.9
S0167: min=-91.9, max=97.4, avg=9.6
S0538: min=-98.0, max=99.8, avg=3.3
S7212: min=-99.4, max=99.7, avg=0.1
S1448: min=-97.7, max=99.5, avg=0.2
S9813: min=-97.8, max=99.5, avg=11.3
S6780: min=-98.0, max=97.6, avg=1.6
S7007: min=-99.8, max=97.9, avg=-10.7
S5771: min=-99.0, max=95.0, avg=4.0
S5334: min=-98.6, max=95.9, avg=6.9
S5563: min=-95.4, max=94.8, avg=15.2
S9298: min=-99.6, max=99.7, avg=6.1
S7898: min=-97.5, max=99.2, avg=1.1
S3576: min=-98.6, max=99.1, avg=7.7
S7310: min=-98.3, max=99.6, avg=-4.8
S2853: min=-97.9, max=93.8, avg=-7.0
S0608: min=-96.4, max=96.8, avg=-11.7
S7029: min=-99.7, max=99.7, avg=-3.6
S2172: min=-97.2, max=99.1, avg=-0.2
S0470: min=-97.9, max=99.7, avg=0.0
S1533: min=-99.4, max=99.5, avg=-4.2
S4513: min=-99.7, max=98.0, avg=-4.9
S1219: min=-98.9, max=95.5, avg=-6.5
S2816: min=-99.3, max=95.6, avg=-1.6
S7128: min=-99.4, max=94.6, avg=2.1
S9568: min=-99.6, max=99.7, avg=11.4
S9705: min=-95.8, max=96.6, avg=1.2
S6641: min=-99.6, max=96.7, avg=-1.4
S8373: min=-94.4, max=98.1, avg=5.9
S3823: min=-98.9, max=93.9, avg=-1.4
S1310: min=-93.8, max=98.4, avg=7.4
S5274: min=-99.7, max=99.3, avg=11.0
S1409: min=-96.9, max=92.0, avg=-10.8
S3627: min=-95.6, max=95.1, avg=-1.6
S5842: min=-96.5, max=97.2, avg=-10.5
S2556: min=-97.8, max=98.8, avg=7.7
S1133: min=-99.2, max=88.2, avg=-2.2
S7395: min=-98.7, max=99.2, avg=-11.5
S3636: min=-91.9, max=99.5, avg=8.0
S8694: min=-95.1, max=97.5, avg=-2.1
S2814: min=-91.0, max=97.6, avg=-1.1
S0910: min=-99.2, max=99.8, avg=-7.5
S7983: min=-97.1, max=98.2, avg=2.7
S1043: min=-98.2, max=98.4, avg=-2.5
S0993: min=-99.2, max=97.6, avg=-0.3
S7895: min=-97.7, max=97.2, avg=3.9
S3154: min=-99.4, max=99.6, avg=3.5
S2278: min=-93.9, max=99.1, avg=0.0
S1927: min=-98.8, max=96.5, avg=-2.7
S4845: min=-99.7, max=99.5, avg=2.1
S9116: min=-98.3, max=98.6, avg=0.6
S4733: min=-97.6, max=96.9, avg=10.5
S9495: min=-96.8, max=99.0, avg=1.8
S4332: min=-96.1, max=99.6, avg=7.6
S0971: min=-99.5, max=97.9, avg=0.1
S3064: min=-97.3, max=99.5, avg=4.1
S0710: min=-98.9, max=94.4, avg=-0.4
S9365: min=-99.0, max=97.4, avg=-3.4
S7721: min=-97.2, max=98.5, avg=0.0
S5641: min=-98.1, max=96.4, avg=8.4
S8397: min=-99.7, max=96.7, avg=-5.4
S2002: min=-94.9, max=99.6, avg=1.3
S0777: min=-96.1, max=99.7, avg=-6.2
S5463: min=-98.7, max=98.4, avg=-0.8
S0859: min=-98.8, max=98.5, avg=5.5
S4984: min=-99.3, max=98.9, avg=2.9
S7140: min=-99.2, max=99.7, avg=5.6
S1544: min=-98.8, max=99.0, avg=15.9
S9301: min=-99.0, max=94.5, avg=1.8
S2479: min=-95.1, max=96.6, avg=-3.0
S8365: min=-96.0, max=98.5, avg=7.4
S1518: min=-99.8, max=99.2, avg=5.0
S1163: min=-97.3, max=91.6, avg=-2.0
S6826: min=-99.1, max=95.1, avg=2.2
S4710: min=-99.6, max=99.2, avg=-5.0
S6434: min=-99.1, max=99.7, avg=10.0
S5730: min=-94.0, max=99.8, avg=5.9
S6984: min=-98.6, max=99.9, avg=7.9
S7927: min=-93.0, max=98.8, avg=3.6
S3645: min=-95.8, max=98.4, avg=-0.4
S5096: min=-99.4, max=99.8, avg=-7.4
S3349: min=-98.8, max=99.0, avg=-4.0
S8487: min=-99.7, max=98.5, avg=-8.4
S1255: min=-98.5, max=98.3, avg=2.6
S7632: min=-99.3, max=99.1, avg=8.0
S0814: min=-95.0, max=96.0, avg=0.6
S3172: min=-97.1, max=99.6, avg=4.2
S2453: min=-99.9, max=98.1, avg=8.7
S9978: min=-95.7, max=99.7, avg=-0.6
S3817: min=-97.9, max=98.5, avg=1.4
S7431: min=-97.7, max=97.3, avg=-6.1
S3184: min=-98.4, max=95.1, avg=-3.8
S8994: min=-92.2, max=98.2, avg=0.1
S1171: min=-99.3, max=97.4, avg=2.3
S8442: min=-98.6, max=97.8, avg=2.9
S0551: min=-96.3, max=99.3, avg=1.5
S8519: min=-96.1, max=98.2, avg=1.2
S2903: min=-88.9, max=99.3, avg=6.5
S0231: min=-99.8, max=99.4, avg=-4.1
S9454: min=-98.0, max=98.4, avg=-5.8
S0148: min=-96.5, max=96.2, avg=-6.7
S9355: min=-98.2, max=98.8, avg=7.4
S0471: min=-99.2, max=98.0, avg=7.2
S4044: min=-98.4, max=98.7, avg=5.1
S7492: min=-99.1, max=99.0, avg=5.4
S2174: min=-96.6, max=99.0, avg=3.6
S4477: min=-95.5, max=96.2, avg=-0.8
S3551: min=-98.0, max=99.1, avg=1.8
S3738: min=-97.8, max=99.2, avg=-0.5
S5291: min=-96.5, max=98.4, avg=-1.8
S6743: min=-96.5, max=99.5, avg=-0.2
S8220: min=-97.3, max=97.5, avg=1.3
S9328: min=-98.5, max=98.8, avg=0.3
S6456: min=-99.3, max=96.0, avg=-0.4
S8283: min=-97.7, max=99.3, avg=-6.5
S5306: min=-97.2, max=99.6, avg=2.4
S0723: min=-99.3, max=97.8, avg=0.2
S4793: min=-98.4, max=99.0, avg=-4.4
S4107: min=-99.7, max=96.5, avg=-6.4
S3358: min=-98.4, max=96.8, avg=0.1
S4764: min=-99.6, max=98.4, avg=2.9
S1926: min=-97.2, max=96.6, avg=7.8
S5851: min=-99.2, max=99.8, avg=-2.1
S1622: min=-98.7, max=95.4, avg=0.6
S3718: min=-98.8, max=99.6, avg=1.2
S2447: min=-98.2, max=98.6, avg=4.1
S2733: min=-97.3, max=96.4, avg=3.5
S6446: min=-96.4, max=97.3, avg=-2.8
S9893: min=-97.9, max=98.1, avg=0.4
S2548: min=-99.3, max=97.2, avg=3.4
S5942: min=-99.8, max=99.6, avg=-4.0
S5498: min=-97.2, max=94.9, avg=-10.2
S3702: min=-99.5, max=94.9, avg=4.6
S6882: min=-99.9, max=95.9, avg=17.2
S0415: min=-98.7, max=97.2, avg=-12.2
S4874: min=-99.8, max=99.8, avg=-7.9
S0687: min=-99.4, max=96.9, avg=-5.9
S9933: min=-98.9, max=99.1, avg=-7.2
S6279: min=-99.6, max=99.3, avg=-6.1
S1160: min=-99.4, max=99.0, avg=-5.3
S0540: min=-99.8, max=94.9, avg=-0.9
S7581: min=-97.9, max=99.6, avg=10.6
S0208: min=-98.4, max=98.0, avg=-1.7
S8720: min=-95.7, max=98.6, avg=5.9
S1042: min=-99.9, max=98.8, avg=12.2
S2085: min=-97.7, max=98.8, avg=1.0
S8087: min=-98.9, max=99.5, avg=5.8
S3932: min=-97.5, max=99.9, avg=0.7
S7690: min=-99.5, max=99.8, avg=-3.4
S4820: min=-97.3, max=99.7, avg=0.7
S3826: min=-99.8, max=96.6, avg=-4.1
S5121: min=-96.6, max=98.5, avg=-2.9
S6892: min=-99.6, max=98.1, avg=-6.4
S0658: min=-95.6, max=93.3, avg=-5.2
S0634: min=-99.0, max=99.9, avg=-1.7
S6733: min=-98.9, max=99.1, avg=-2.2
S9476: min=-97.4, max=96.7, avg=-6.4
S4040: min=-98.7, max=96.4, avg=4.6
S4233: min=-97.6, max=99.0, avg=-1.2
S7444: min=-98.0, max=98.3, avg=3.2
S0078: min=-99.3, max=97.7, avg=-10.0
S1678: min=-98.0, max=97.4, avg=-12.5
S7499: min=-97.9, max=99.3, avg=0.4
S0371: min=-95.1, max=91.7, avg=-11.3
S6036: min=-95.8, max=99.8, avg=-3.9
S9504: min=-97.8, max=97.4, avg=4.7
S3082: min=-98.2, max=97.5, avg=2.2
S1856: min=-96.5, max=99.3, avg=-3.1
S1612: min=-99.2, max=99.7, avg=5.3
S0856: min=-94.6, max=98.9, avg=2.2
S0140: min=-99.6, max=98.9, avg=9.4
S8776: min=-98.5, max=96.9, avg=3.3
S0452: min=-99.4, max=96.9, avg=2.8
S0020: min=-99.4, max=95.0, avg=-8.0
S5594: min=-99.6, max=99.7, avg=-6.5
S0156: min=-97.4, max=98.0, avg=4.4
S4525: min=-98.6, max=99.8, avg=-1.5
S2125: min=-99.5, max=98.8, avg=3.5
S8318: min=-98.5, max=99.1, avg=4.2
S8940: min=-96.1, max=97.4, avg=7.3
S3286: min=-99.8, max=98.0, avg=-12.4
S5175: min=-98.8, max=96.1, avg=-1.7
S2095: min=-99.8, max=99.1, avg=-1.5
S4813: min=-98.3, max=97.1, avg=5.3
S2585: min=-97.8, max=98.2, avg=1.6
S0072: min=-98.5, max=98.5, avg=2.2
S9280: min=-99.0, max=99.5, avg=5.5
S7185: min=-98.2, max=99.1, avg=-0.2
S8026: min=-93.2, max=97.1, avg=-11.5
S0207: min=-99.9, max=99.6, avg=-10.5
S0419: min=-99.5, max=98.4, avg=11.4
S2173: min=-93.1, max=92.8, avg=5.4
S8793: min=-97.9, max=97.3, avg=4.1
S8554: min=-99.1, max=89.8, avg=4.1
S8144: min=-95.1, max=98.9, avg=-1.5
S7939: min=-99.7, max=99.7, avg=-3.2
S3628: min=-99.1, max=99.4, avg=6.0
S9445: min=-99.8, max=98.8, avg=-2.5
S0792: min=-97.5, max=99.8, avg=-9.1
S0361: min=-99.6, max=98.3, avg=6.0
S4355: min=-98.5, max=99.9, avg=4.8
S7623: min=-99.2, max=99.5, avg=0.6
S6921: min=-96.5, max=96.6, avg=0.1
S1076: min=-97.9, max=97.8, avg=-3.4
S5343: min=-96.9, max=99.7, avg=6.8
S3531: min=-98.7, max=99.0, avg=6.6
S3361: min=-97.6, max=99.2, avg=3.6
S6587: min=-96.1, max=98.3, avg=7.6
S8484: min=-98.2, max=97.2, avg=-1.2
S2190: min=-98.2, max=99.5, avg=3.9
S6836: min=-97.7, max=98.8, avg=4.7
S7028: min=-98.7, max=96.1, avg=8.4
S7700: min=-99.7, max=98.0, avg=-13.5
S5560: min=-96.2, max=96.6, avg=0.7
S1601: min=-96.5, max=99.3, avg=-2.0
S4258: min=-97.3, max=99.0, avg=4.6
S3483: min=-96.9, max=99.6, avg=-0.6
S1220: min=-94.4, max=97.6, avg=1.4
S0570: min=-99.4, max=94.9, avg=-4.0
S0951: min=-97.1, max=98.6, avg=10.7
S4794: min=-99.4, max=98.7, avg=3.8
S7232: min=-95.5, max=99.0, avg=0.8
S0004: min=-95.1, max=99.5, avg=12.2
S6907: min=-96.1, max=99.6, avg=2.4
S0855: min=-98.1, max=97.2, avg=1.9
S8841: min=-94.0, max=98.7, avg=-1.6
S6676: min=-93.4, max=99.2, avg=8.2
S8796: min=-93.6, max=99.1, avg=3.5
S3478: min=-98.5, max=99.9, avg=-3.7
S5035: min=-99.0, max=99.1, avg=-4.2
S1324: min=-98.3, max=97.9, avg=-8.9
S5512: min=-99.5, max=99.5, avg=6.7
S6037: min=-93.6, max=99.7, avg=-3.4
S8882: min=-96.2, max=99.7, avg=-1.4
S0345: min=-99.7, max=95.7, avg=-6.9
S5709: min=-99.2, max=97.7, avg=-8.2
S3248: min=-98.5, max=97.7, avg=-9.2
S8135: min=-99.4, max=97.2, avg=3.1
S7012: min=-99.6, max=99.5, avg=4.5
S8775: min=-99.8, max=99.5, avg=9.2
S6422: min=-99.7, max=98.2, avg=0.2
S8865: min=-99.3, max=96.1, avg=1.2
S1086: min=-94.4, max=99.2, avg=5.6
S3594: min=-99.1, max=97.8, avg=-5.2
S0876: min=-97.9, max=99.3, avg=1.8
S1801: min=-99.6, max=95.6, avg=-8.9
S8381: min=-93.7, max=94.9, avg=1.1
S4649: min=-97.0, max=98.7, avg=7.5
S9801: min=-98.1, max=98.6, avg=9.8
S2283: min=-96.8, max=99.1, avg=12.0
S9855: min=-95.7, max=95.8, avg=-1.9
S9670: min=-99.9, max=97.2, avg=-7.1
S6905: min=-99.2, max=99.0, avg=-5.4
S4802: min=-97.2, max=98.0, avg=-4.2
S2947: min=-99.4, max=98.1, avg=6.5
S8408: min=-98.7, max=99.8, avg=6.7
S1132: min=-96.5, max=98.9, avg=-1.7
S1225: min=-99.8, max=99.3, avg=-5.0
S1883: min=-99.7, max=98.7, avg=-6.1
S2467: min=-96.8, max=94.3, avg=-0.3
S5559: min=-99.7, max=98.8, avg=4.7
S0350: min=-90.7, max=97.0, avg=-2.2
S7853: min=-98.0, max=99.6, avg=-1.5
S9658: min=-98.7, max=99.2, avg=-1.5
S2161: min=-98.4, max=99.5, avg=8.0
S6838: min=-99.3, max=98.3, avg=10.8
S9905: min=-98.7, max=96.6, avg=-4.4
S6601: min=-94.8, max=99.5, avg=3.0
S5090: min=-94.0, max=99.8, avg=17.3
S1698: min=-90.5, max=99.7, avg=8.2
S2358: min=-99.3, max=98.8, avg=7.3
S6588: min=-99.0, max=98.4, avg=0.1
S6341: min=-98.4, max=94.0, avg=2.1
S7885: min=-97.5, max=99.7, avg=1.8
S8425: min=-98.1, max=99.7, avg=-0.4
S9835: min=-99.4, max=99.0, avg=-1.8
S5886: min=-98.6, max=98.6, avg=-2.9
S3785: min=-99.2, max=99.9, avg=-5.7
S5327: min=-99.1, max=97.6, avg=-5.7
S8050: min=-98.1, max=99.6, avg=3.3
S9572: min=-98.5, max=98.4, avg=8.0
S7082: min=-99.6, max=99.4, avg=-1.6
S4574: min=-98.5, max=98.4, avg=0.6
S5986: min=-99.3, max=96.9, avg=-2.9
S5026: min=-96.1, max=97.0, avg=4.6
S5057: min=-96.7, max=98.3, avg=3.3
S1196: min=-99.8, max=99.7, avg=-1.9
S1445: min=-99.5, max=98.8, avg=3.0
S4362: min=-89.4, max=97.3, avg=-1.3
S7274: min=-99.7, max=98.5, avg=-4.3
S4924: min=-99.8, max=92.9, avg=-3.2
S0962: min=-99.7, max=98.9, avg=-3.0
S2262: min=-99.6, max=99.9, avg=8.6
S0506: min=-98.6, max=98.6, avg=-6.7
S2817: min=-99.4, max=98.1, avg=4.6
S9210: min=-99.3, max=97.5, avg=-10.4
S1523: min=-97.2, max=97.2, avg=9.5
S5938: min=-96.6, max=95.3, avg=3.3
S1645: min=-99.1, max=95.8, avg=-0.7
S3782: min=-99.7, max=97.5, avg=-4.8
S4651: min=-98.4, max=86.8, avg=5.1
S4584: min=-98.5, max=99.2, avg=5.6
S4840: min=-95.5, max=98.1, avg=2.4
S0942: min=-99.3, max=97.9, avg=6.5
S5740: min=-99.4, max=95.4, avg=-9.8
